horodatage;code_http;duree_ms;serveur
2026-09-21T10:18:19.667;200;16;web2
2026-09-21T10:18:19.963;200;14;web1
2026-09-21T10:18:20.267;200;17;web2
2026-09-21T10:18:20.546;200;6;web1
2026-09-21T10:18:20.830;200;5;web2
2026-09-21T10:18:21.125;200;14;web1
2026-09-21T10:18:21.418;200;16;web2
2026-09-21T10:18:21.691;200;11;web1
2026-09-21T10:18:21.976;200;7;web2
2026-09-21T10:18:22.255;200;7;web1
2026-09-21T10:18:22.540;200;16;web2
2026-09-21T10:18:22.838;200;16;web1
2026-09-21T10:18:23.143;200;18;web2
2026-09-21T10:18:23.446;200;19;web1
2026-09-21T10:18:23.754;200;16;web2
2026-09-21T10:18:24.067;200;19;web1
2026-09-21T10:18:24.373;200;18;web2
2026-09-21T10:18:24.687;200;25;web1
2026-09-21T10:18:24.984;200;19;web2
2026-09-21T10:18:25.302;200;18;web1
2026-09-21T10:18:25.590;200;13;web2
2026-09-21T10:18:25.881;200;14;web1
2026-09-21T10:18:26.197;200;24;web2
2026-09-21T10:18:26.492;200;13;web1
2026-09-21T10:18:26.783;200;12;web2
2026-09-21T10:18:27.084;200;19;web1
2026-09-21T10:18:27.387;200;14;web2
2026-09-21T10:18:27.698;200;24;web1
2026-09-21T10:18:27.999;200;18;web2
2026-09-21T10:18:28.311;200;23;web1
2026-09-21T10:18:28.610;200;16;web2
2026-09-21T10:18:28.895;200;10;web1
2026-09-21T10:18:29.202;200;18;web2
2026-09-21T10:18:29.513;200;17;web1
2026-09-21T10:18:29.830;200;23;web2
2026-09-21T10:18:30.136;200;20;web1
2026-09-21T10:18:30.427;200;19;web2
2026-09-21T10:18:30.738;200;18;web1
2026-09-21T10:18:31.050;200;18;web2
2026-09-21T10:18:31.375;200;19;web1
2026-09-21T10:18:31.702;200;19;web2
2026-09-21T10:18:32.013;200;16;web1
2026-09-21T10:18:32.308;200;17;web2
2026-09-21T10:18:32.621;200;16;web1
2026-09-21T10:18:32.925;200;18;web2
2026-09-21T10:18:33.228;200;16;web1
2026-09-21T10:18:33.545;200;19;web2
2026-09-21T10:18:33.854;200;16;web1
2026-09-21T10:18:34.166;200;20;web2
2026-09-21T10:18:34.460;200;18;web1
2026-09-21T10:18:34.770;200;19;web2
2026-09-21T10:18:35.082;200;21;web1
2026-09-21T10:18:35.361;200;12;web2
2026-09-21T10:18:37.654;000;2000;?
2026-09-21T10:18:37.963;200;18;web2
2026-09-21T10:18:40.254;000;2000;?
2026-09-21T10:18:40.543;200;11;web2
2026-09-21T10:18:40.834;200;13;web2
2026-09-21T10:18:41.128;200;13;web2
2026-09-21T10:18:41.431;200;16;web2
2026-09-21T10:18:41.742;200;18;web2
2026-09-21T10:18:42.026;200;6;web2
2026-09-21T10:18:42.321;200;18;web2
2026-09-21T10:18:42.600;200;9;web2
2026-09-21T10:18:42.908;200;15;web2
2026-09-21T10:18:43.211;200;20;web2
2026-09-21T10:18:43.528;200;20;web2
2026-09-21T10:18:43.849;200;18;web2
2026-09-21T10:18:44.144;200;16;web2
2026-09-21T10:18:44.454;200;19;web2
2026-09-21T10:18:44.765;200;17;web2
2026-09-21T10:18:45.073;200;22;web2
2026-09-21T10:18:45.387;200;22;web2
2026-09-21T10:18:45.675;200;11;web2
2026-09-21T10:18:45.991;200;19;web2
2026-09-21T10:18:46.292;200;17;web2
2026-09-21T10:18:46.616;200;21;web2
2026-09-21T10:18:46.924;200;17;web2
2026-09-21T10:18:47.224;200;13;web2
2026-09-21T10:18:47.520;200;17;web2
2026-09-21T10:18:47.834;200;16;web2
2026-09-21T10:18:48.142;200;18;web2
2026-09-21T10:18:48.442;200;23;web2
2026-09-21T10:18:48.760;200;17;web2
2026-09-21T10:18:49.070;200;20;web2
2026-09-21T10:18:49.375;200;15;web2
2026-09-21T10:18:49.680;200;18;web2
2026-09-21T10:18:49.970;200;16;web2
2026-09-21T10:18:50.270;200;17;web2
2026-09-21T10:18:50.572;200;28;web2
2026-09-21T10:18:50.869;200;16;web2
2026-09-21T10:18:51.156;200;14;web2
2026-09-21T10:18:51.460;200;16;web2
2026-09-21T10:18:51.758;200;18;web2
2026-09-21T10:18:52.066;200;22;web2
2026-09-21T10:18:52.317;200;8;web2
2026-09-21T10:18:52.596;200;10;web2
2026-09-21T10:18:52.891;200;14;web2
2026-09-21T10:18:53.134;200;5;web2
2026-09-21T10:18:53.404;200;7;web2
2026-09-21T10:18:53.715;200;20;web2
2026-09-21T10:18:54.016;200;18;web2
2026-09-21T10:18:54.307;200;10;web2
2026-09-21T10:18:54.613;200;19;web2
2026-09-21T10:18:54.926;200;17;web2
2026-09-21T10:18:55.219;200;13;web2
2026-09-21T10:18:55.511;200;15;web2
2026-09-21T10:18:55.832;200;16;web2
2026-09-21T10:18:56.123;200;13;web2
2026-09-21T10:18:56.430;200;21;web2
2026-09-21T10:18:56.722;200;11;web2
2026-09-21T10:18:57.038;200;20;web2
2026-09-21T10:18:57.331;200;15;web2
2026-09-21T10:18:57.627;200;12;web2
2026-09-21T10:18:57.927;200;13;web2
2026-09-21T10:18:58.176;200;7;web2
2026-09-21T10:18:58.463;200;14;web2
2026-09-21T10:18:58.757;200;18;web2
2026-09-21T10:18:59.068;200;18;web2
2026-09-21T10:18:59.380;200;19;web2
2026-09-21T10:18:59.674;200;16;web2
2026-09-21T10:18:59.985;200;16;web2
2026-09-21T10:19:00.287;200;17;web2
2026-09-21T10:19:00.595;200;19;web2
2026-09-21T10:19:00.875;200;6;web2
2026-09-21T10:19:01.167;200;13;web2
2026-09-21T10:19:01.474;200;20;web2
2026-09-21T10:19:01.753;200;8;web2
2026-09-21T10:19:02.058;200;17;web2
2026-09-21T10:19:02.342;200;10;web2
2026-09-21T10:19:02.599;200;8;web2
2026-09-21T10:19:02.843;200;7;web2
2026-09-21T10:19:03.117;200;7;web2
2026-09-21T10:19:03.424;200;24;web2
2026-09-21T10:19:03.716;200;12;web2
2026-09-21T10:19:04.007;200;16;web2
2026-09-21T10:19:04.310;200;16;web2
2026-09-21T10:19:04.594;200;8;web2
2026-09-21T10:19:04.883;200;9;web2
2026-09-21T10:19:05.160;200;16;web2
2026-09-21T10:19:05.405;200;6;web2
2026-09-21T10:19:05.704;200;21;web2
2026-09-21T10:19:05.989;200;6;web2
2026-09-21T10:19:06.276;200;9;web2
2026-09-21T10:19:06.574;200;15;web2
2026-09-21T10:19:06.872;200;18;web2
2026-09-21T10:19:07.174;200;18;web2
2026-09-21T10:19:07.464;200;17;web2
2026-09-21T10:19:07.770;200;18;web2
2026-09-21T10:19:08.082;200;19;web2
2026-09-21T10:19:08.374;200;12;web2
2026-09-21T10:19:08.683;200;19;web2
2026-09-21T10:19:08.978;200;13;web2
2026-09-21T10:19:09.265;200;12;web2
2026-09-21T10:19:09.572;200;17;web2
2026-09-21T10:19:09.880;200;18;web2
2026-09-21T10:19:10.179;200;18;web2
2026-09-21T10:19:10.481;200;17;web2
2026-09-21T10:19:10.781;200;15;web2
2026-09-21T10:19:11.095;200;21;web2
2026-09-21T10:19:11.392;200;22;web2
2026-09-21T10:19:11.684;200;15;web2
2026-09-21T10:19:11.979;200;18;web2
2026-09-21T10:19:12.273;200;17;web2
2026-09-21T10:19:12.546;200;5;web2
2026-09-21T10:19:12.854;200;20;web2
2026-09-21T10:19:13.163;200;17;web2
2026-09-21T10:19:13.473;200;18;web2
2026-09-21T10:19:13.790;200;26;web2
2026-09-21T10:19:14.091;200;15;web2
2026-09-21T10:19:14.403;200;23;web2
2026-09-21T10:19:14.688;200;13;web1
2026-09-21T10:19:14.975;200;8;web2
2026-09-21T10:19:15.262;200;14;web1
2026-09-21T10:19:15.507;200;8;web2
2026-09-21T10:19:15.819;200;20;web1
2026-09-21T10:19:16.139;200;32;web2
2026-09-21T10:19:16.488;200;58;web1
2026-09-21T10:19:16.777;200;12;web2
2026-09-21T10:19:17.014;200;6;web1
2026-09-21T10:19:17.311;200;15;web2
2026-09-21T10:19:17.558;200;7;web1
2026-09-21T10:19:17.845;200;7;web2
2026-09-21T10:19:18.163;200;18;web1
2026-09-21T10:19:18.486;200;22;web2
2026-09-21T10:19:18.777;200;12;web1
2026-09-21T10:19:19.090;200;19;web2
2026-09-21T10:19:19.336;200;7;web1
2026-09-21T10:19:19.635;200;18;web2
2026-09-21T10:19:19.945;200;19;web1
2026-09-21T10:19:20.244;200;20;web2
2026-09-21T10:19:20.537;200;12;web1
2026-09-21T10:19:20.827;200;9;web2
2026-09-21T10:19:21.087;200;7;web1
2026-09-21T10:19:21.362;200;5;web2
2026-09-21T10:19:21.673;200;19;web1
2026-09-21T10:19:21.983;200;19;web2
2026-09-21T10:19:22.241;200;8;web1
2026-09-21T10:19:22.535;200;17;web2
2026-09-21T10:19:22.843;200;18;web1
2026-09-21T10:19:23.131;200;14;web2
2026-09-21T10:19:23.431;200;19;web1
2026-09-21T10:19:23.731;200;18;web2
2026-09-21T10:19:24.042;200;17;web1
2026-09-21T10:19:24.349;200;18;web2
2026-09-21T10:19:24.637;200;10;web1
2026-09-21T10:19:24.926;200;13;web2
2026-09-21T10:19:25.235;200;19;web1
2026-09-21T10:19:25.543;200;17;web2
2026-09-21T10:19:25.849;200;14;web1
2026-09-21T10:19:26.161;200;17;web2
2026-09-21T10:19:26.476;200;18;web1
2026-09-21T10:19:26.762;200;7;web2
2026-09-21T10:19:27.051;200;9;web1
2026-09-21T10:19:27.350;200;17;web2
2026-09-21T10:19:27.655;200;19;web1
2026-09-21T10:19:27.931;200;7;web2
2026-09-21T10:19:28.234;200;18;web1
2026-09-21T10:19:28.544;200;19;web2
2026-09-21T10:19:28.827;200;6;web1
