horodatage;code_http;duree_ms;serveur
2026-09-21T09:21:43.374;200;10;web1
2026-09-21T09:21:43.647;200;3;web1
2026-09-21T09:21:43.927;200;4;web1
2026-09-21T09:21:44.234;200;11;web1
2026-09-21T09:21:44.498;200;5;web1
2026-09-21T09:21:44.793;200;10;web1
2026-09-21T09:21:45.089;200;11;web1
2026-09-21T09:21:45.373;200;7;web1
2026-09-21T09:21:45.661;200;10;web1
2026-09-21T09:21:45.951;200;10;web1
2026-09-21T09:21:46.235;200;6;web1
2026-09-21T09:21:46.523;200;8;web1
2026-09-21T09:21:46.825;200;10;web1
2026-09-21T09:21:47.103;200;5;web1
2026-09-21T09:21:47.409;200;14;web1
2026-09-21T09:21:47.691;200;5;web1
2026-09-21T09:21:47.974;200;8;web1
2026-09-21T09:21:48.258;200;5;web1
2026-09-21T09:21:48.546;200;6;web1
2026-09-21T09:21:48.833;200;4;web1
2026-09-21T09:21:49.119;200;6;web1
2026-09-21T09:21:49.379;200;4;web1
2026-09-21T09:21:49.687;200;11;web1
2026-09-21T09:21:49.966;200;3;web1
2026-09-21T09:21:50.209;200;3;web1
2026-09-21T09:21:50.485;200;6;web1
2026-09-21T09:21:50.763;200;4;web1
2026-09-21T09:21:51.046;200;4;web1
2026-09-21T09:21:51.310;200;4;web1
2026-09-21T09:21:51.600;200;4;web1
2026-09-21T09:21:51.883;200;11;web1
2026-09-21T09:21:52.167;200;6;web1
2026-09-21T09:21:52.438;200;8;web1
2026-09-21T09:21:52.726;200;11;web1
2026-09-21T09:21:53.024;200;9;web1
2026-09-21T09:21:53.346;200;13;web1
2026-09-21T09:21:53.645;200;12;web1
2026-09-21T09:21:53.933;200;10;web1
2026-09-21T09:21:54.235;200;11;web1
2026-09-21T09:21:54.541;200;11;web1
2026-09-21T09:21:54.844;200;9;web1
2026-09-21T09:21:55.144;200;10;web1
2026-09-21T09:21:55.423;200;6;web1
2026-09-21T09:21:55.718;200;9;web1
2026-09-21T09:21:56.017;200;14;web1
2026-09-21T09:21:56.306;200;9;web1
2026-09-21T09:21:56.601;200;8;web1
2026-09-21T09:21:56.899;200;10;web1
2026-09-21T09:21:57.177;200;3;web1
2026-09-21T09:21:57.459;200;5;web1
2026-09-21T09:21:57.734;200;3;web1
2026-09-21T09:21:57.992;200;5;web1
2026-09-21T09:21:58.287;200;9;web1
2026-09-21T09:21:58.598;200;10;web1
2026-09-21T09:21:58.863;200;5;web1
2026-09-21T09:21:59.169;200;10;web1
2026-09-21T09:21:59.454;200;5;web1
2026-09-21T09:21:59.742;200;10;web1
2026-09-21T09:22:00.038;200;13;web1
2026-09-21T09:22:02.279;000;2000;?
2026-09-21T09:22:04.555;000;2000;?
2026-09-21T09:22:06.799;000;2000;?
2026-09-21T09:22:09.035;000;2000;?
2026-09-21T09:22:11.275;000;2000;?
2026-09-21T09:22:13.526;000;2000;?
2026-09-21T09:22:15.790;000;2000;?
2026-09-21T09:22:18.058;000;2000;?
2026-09-21T09:22:20.357;000;2000;?
2026-09-21T09:22:22.605;000;2000;?
2026-09-21T09:22:24.853;000;2000;?
2026-09-21T09:22:27.112;000;2000;?
2026-09-21T09:22:29.386;000;2000;?
2026-09-21T09:22:31.648;000;2000;?
2026-09-21T09:22:33.893;000;2000;?
2026-09-21T09:22:36.183;000;2000;?
2026-09-21T09:22:38.449;000;2000;?
2026-09-21T09:22:40.698;000;2000;?
2026-09-21T09:22:42.949;000;2000;?
2026-09-21T09:22:45.190;000;2000;?
2026-09-21T09:22:47.443;000;2000;?
2026-09-21T09:22:49.681;000;2000;?
2026-09-21T09:22:51.941;000;2000;?
2026-09-21T09:22:54.210;000;2000;?
2026-09-21T09:22:56.475;000;2000;?
2026-09-21T09:22:57.570;000;2000;?
2026-09-21T09:22:59.821;000;2000;?
2026-09-21T09:23:00.903;000;2000;?
2026-09-21T09:23:03.147;000;2000;?
2026-09-21T09:23:04.234;000;2000;?
